week,user_id,channel,is_purchased,gmv
3,177,social_media,1,100
3,175,mobile_ads,1,50
3,174,social_media,1,10
3,169,mobile_ads,0,0
3,165,context_ads,1,50
3,161,social_media,0,0
3,212,bloggers,1,200
3,155,bloggers,1,200
3,149,context_ads,0,0
3,178,context_ads,0,0
3,216,context_ads,1,100
3,249,context_ads,1,200
3,223,mobile_ads,0,0
3,299,context_ads,1,50
3,147,bloggers,0,0
3,297,social_media,1,200
3,281,bloggers,1,200
3,277,context_ads,0,0
3,276,mobile_ads,1,200
3,275,bloggers,0,0
3,266,mobile_ads,1,10
3,263,context_ads,0,0
3,262,social_media,1,200
3,255,mobile_ads,1,10
3,250,social_media,0,0
3,248,social_media,0,0
3,245,mobile_ads,1,10
3,242,social_media,0,0
3,237,mobile_ads,1,50
3,234,social_media,1,10
3,232,social_media,1,10
3,229,bloggers,0,0
3,225,bloggers,0,0
3,224,context_ads,1,100
3,220,bloggers,1,100
3,139,social_media,1,50
3,112,context_ads,0,0
3,123,mobile_ads,0,0
3,48,context_ads,1,100
3,43,mobile_ads,0,0
3,42,mobile_ads,1,50
3,39,social_media,0,0
3,31,mobile_ads,1,100
3,28,social_media,1,50
3,26,mobile_ads,1,50
3,24,mobile_ads,1,50
3,21,context_ads,1,200
3,20,bloggers,0,0
3,15,mobile_ads,1,50
3,13,mobile_ads,1,50
3,12,social_media,0,0
3,11,context_ads,0,0
3,8,bloggers,1,50
3,7,context_ads,0,0
3,5,mobile_ads,1,100
3,125,context_ads,0,0
3,2,mobile_ads,1,100
3,49,mobile_ads,1,200
3,51,social_media,0,0
3,4,mobile_ads,0,0
3,56,mobile_ads,1,100
3,55,context_ads,1,100
3,119,bloggers,0,0
3,115,context_ads,0,0
3,108,social_media,0,0
3,102,mobile_ads,0,0
3,95,social_media,1,100
3,92,bloggers,1,200
3,90,mobile_ads,1,100
3,89,context_ads,0,0
3,88,mobile_ads,0,0
3,122,mobile_ads,0,0
3,85,context_ads,0,0
3,86,social_media,0,0
3,62,bloggers,0,0
3,64,social_media,0,0
3,66,mobile_ads,1,100
3,58,social_media,0,0
3,78,social_media,1,200
3,79,bloggers,1,100
3,80,social_media,0,0
3,73,mobile_ads,0,0
4,165,context_ads,0,0
4,186,bloggers,0,0
4,176,mobile_ads,1,60
4,172,bloggers,0,0
4,171,social_media,1,100
4,168,mobile_ads,0,0
4,166,mobile_ads,0,0
4,199,context_ads,0,0
4,152,social_media,0,0
4,160,mobile_ads,1,110
4,157,bloggers,1,10
4,151,bloggers,1,50
4,150,mobile_ads,1,50
4,149,mobile_ads,1,200
4,148,bloggers,1,50
4,141,mobile_ads,1,50
4,200,social_media,1,100
4,162,mobile_ads,1,200
4,203,social_media,0,0
4,247,bloggers,0,0
4,218,context_ads,1,200
4,140,social_media,0,0
4,297,social_media,1,50
4,284,bloggers,1,100
4,278,mobile_ads,0,0
4,276,social_media,1,200
4,273,mobile_ads,0,0
4,257,mobile_ads,0,0
4,254,mobile_ads,0,0
4,250,context_ads,0,0
4,243,context_ads,0,0
4,234,social_media,0,0
4,233,context_ads,0,0
4,232,social_media,1,50
4,231,bloggers,0,0
4,226,mobile_ads,1,200
4,224,bloggers,0,0
4,223,social_media,1,200
4,217,mobile_ads,1,200
4,139,bloggers,0,0
4,187,context_ads,0,0
4,134,bloggers,0,0
4,60,social_media,1,100
4,53,mobile_ads,0,0
4,50,bloggers,1,10
4,46,mobile_ads,0,0
4,44,social_media,0,0
4,41,context_ads,1,200
4,37,mobile_ads,0,0
4,36,bloggers,0,0
4,61,bloggers,1,10
4,35,mobile_ads,0,0
4,27,mobile_ads,0,0
4,26,social_media,0,0
4,21,context_ads,0,0
4,20,mobile_ads,0,0
4,9,context_ads,0,0
4,7,context_ads,1,10
4,4,mobile_ads,1,150
4,2,bloggers,0,0
4,29,social_media,1,50
4,63,social_media,1,10
4,137,context_ads,0,0
4,70,bloggers,0,0
4,128,social_media,1,200
4,127,social_media,1,100
4,125,context_ads,1,200
4,123,bloggers,1,100
4,120,bloggers,1,100
4,114,bloggers,0,0
4,112,mobile_ads,0,0
4,105,mobile_ads,1,50
4,116,context_ads,1,100
4,97,social_media,0,0
4,100,context_ads,1,200
4,72,mobile_ads,1,10
4,74,context_ads,1,10
4,77,context_ads,1,250
4,66,context_ads,1,100
4,81,context_ads,1,10
4,85,mobile_ads,0,0
4,79,mobile_ads,0,0
5,182,bloggers,0,0
5,208,social_media,1,100
5,199,bloggers,0,0
5,197,context_ads,1,200
5,191,bloggers,1,50
5,189,social_media,0,0
5,188,mobile_ads,1,50
5,185,social_media,1,100
5,210,social_media,1,200
5,157,social_media,1,10
5,178,context_ads,1,50
5,171,context_ads,0,0
5,170,context_ads,1,100
5,168,context_ads,0,0
5,166,social_media,0,0
5,162,social_media,1,50
5,161,mobile_ads,1,100
5,211,context_ads,1,10
5,156,social_media,1,100
5,179,context_ads,1,200
5,215,context_ads,0,0
5,240,context_ads,0,0
5,223,mobile_ads,0,0
5,295,context_ads,0,0
5,291,bloggers,0,0
5,290,context_ads,1,100
5,288,mobile_ads,1,50
5,285,social_media,0,0
5,284,bloggers,1,10
5,283,context_ads,1,50
5,272,social_media,0,0
5,269,social_media,0,0
5,267,bloggers,1,50
5,258,bloggers,1,50
5,250,social_media,1,50
5,247,mobile_ads,0,0
5,241,bloggers,0,0
5,150,mobile_ads,1,200
5,238,social_media,1,200
5,234,mobile_ads,0,0
5,231,context_ads,1,50
5,230,bloggers,1,10
5,227,mobile_ads,1,50
5,226,social_media,0,0
5,222,social_media,1,100
5,148,context_ads,1,50
5,181,bloggers,0,0
5,139,social_media,1,100
5,66,social_media,0,0
5,57,mobile_ads,1,100
5,51,bloggers,1,200
5,49,social_media,0,0
5,42,bloggers,0,0
5,39,bloggers,0,0
5,38,context_ads,0,0
5,36,social_media,1,200
5,35,bloggers,0,0
5,33,bloggers,0,0
5,29,context_ads,0,0
5,26,mobile_ads,1,200
5,25,social_media,1,10
5,16,mobile_ads,0,0
5,15,bloggers,1,200
5,14,context_ads,0,0
5,12,social_media,1,50
5,11,social_media,1,200
5,8,social_media,0,0
5,7,social_media,1,60
5,147,bloggers,0,0
5,69,mobile_ads,1,100
5,70,mobile_ads,1,100
5,1,social_media,0,0
5,72,bloggers,0,0
5,71,social_media,1,60
5,133,bloggers,0,0
5,130,social_media,0,0
5,125,social_media,0,0
5,121,social_media,1,50
5,119,context_ads,1,200
5,118,bloggers,1,50
5,117,social_media,0,0
5,116,context_ads,0,0
5,112,context_ads,1,100
5,155,social_media,0,0
5,103,bloggers,1,10
5,110,social_media,1,50
5,76,context_ads,0,0
5,79,context_ads,1,100
5,86,social_media,1,210
5,78,mobile_ads,0,0
5,96,mobile_ads,0,0
5,97,social_media,0,0
5,98,mobile_ads,1,200
5,99,social_media,1,50
5,92,social_media,1,100
6,216,context_ads,0,0
6,214,social_media,1,200
6,212,bloggers,1,100
6,210,social_media,1,50
6,209,bloggers,1,50
6,204,bloggers,1,50
6,200,bloggers,1,10
6,199,mobile_ads,1,100
6,190,social_media,0,0
6,197,mobile_ads,0,0
6,195,social_media,0,0
6,191,social_media,1,50
6,218,mobile_ads,1,50
6,183,social_media,1,100
6,182,social_media,1,200
6,181,bloggers,0,0
6,169,mobile_ads,0,0
6,167,context_ads,1,50
6,166,mobile_ads,1,100
6,198,social_media,1,10
6,220,social_media,0,0
6,237,mobile_ads,1,200
6,226,bloggers,0,0
6,157,mobile_ads,1,200
6,298,mobile_ads,0,0
6,294,context_ads,0,0
6,293,mobile_ads,0,0
6,291,mobile_ads,1,200
6,288,social_media,0,0
6,287,bloggers,0,0
6,286,social_media,0,0
6,285,social_media,1,10
6,221,bloggers,0,0
6,272,mobile_ads,0,0
6,267,social_media,1,200
6,261,bloggers,1,200
6,252,social_media,0,0
6,246,context_ads,1,100
6,242,bloggers,0,0
6,239,social_media,0,0
6,234,social_media,0,0
6,231,bloggers,1,200
6,230,mobile_ads,0,0
6,268,context_ads,1,10
6,262,social_media,1,50
6,148,mobile_ads,0,0
6,147,social_media,0,0
6,70,social_media,1,100
6,68,mobile_ads,1,400
6,61,bloggers,0,0
6,57,social_media,0,0
6,56,social_media,1,10
6,45,bloggers,0,0
6,43,social_media,0,0
6,42,social_media,0,0
6,38,mobile_ads,1,50
6,37,bloggers,0,0
6,35,social_media,0,0
6,28,bloggers,1,200
6,26,mobile_ads,1,200
6,25,bloggers,0,0
6,23,mobile_ads,1,200
6,22,context_ads,0,0
6,14,context_ads,1,50
6,3,bloggers,1,10
6,155,mobile_ads,1,200
6,74,social_media,1,10
6,77,social_media,1,50
6,1,context_ads,0,0
6,79,context_ads,0,0
6,78,context_ads,0,0
6,134,social_media,0,0
6,126,social_media,1,300
6,125,bloggers,1,50
6,121,bloggers,0,0
6,119,bloggers,1,210
6,115,bloggers,0,0
6,110,mobile_ads,0,0
6,109,mobile_ads,0,0
6,108,context_ads,1,200
6,140,social_media,1,200
6,106,context_ads,0,0
6,101,social_media,0,0
6,97,bloggers,1,50
6,96,context_ads,1,50
6,94,social_media,1,60
6,93,bloggers,1,200
6,90,bloggers,1,200
6,88,mobile_ads,0,0
6,84,social_media,1,100
6,107,social_media,1,10
7,185,bloggers,0,0
7,187,social_media,1,10
7,205,bloggers,0,0
7,192,context_ads,0,0
7,197,mobile_ads,0,0
7,198,social_media,1,100
7,189,social_media,1,100
7,183,context_ads,0,0
7,167,mobile_ads,1,10
7,175,mobile_ads,0,0
7,173,social_media,1,50
7,171,bloggers,0,0
7,166,social_media,0,0
7,163,mobile_ads,1,200
7,158,context_ads,0,0
7,157,context_ads,1,10
7,150,mobile_ads,0,0
7,210,context_ads,1,50
7,179,social_media,1,100
7,211,social_media,0,0
7,267,bloggers,1,50
7,236,context_ads,0,0
7,298,social_media,1,10
7,297,social_media,1,200
7,292,bloggers,0,0
7,289,social_media,1,300
7,288,mobile_ads,0,0
7,283,mobile_ads,0,0
7,281,mobile_ads,1,10
7,278,mobile_ads,1,50
7,276,social_media,1,10
7,273,bloggers,1,10
7,268,bloggers,0,0
7,265,mobile_ads,1,100
7,264,context_ads,0,0
7,261,bloggers,0,0
7,254,bloggers,1,100
7,250,bloggers,0,0
7,246,context_ads,0,0
7,240,mobile_ads,0,0
7,239,social_media,1,10
7,212,mobile_ads,0,0
7,146,social_media,0,0
7,148,social_media,1,300
7,138,mobile_ads,0,0
7,63,social_media,1,100
7,52,social_media,0,0
7,51,mobile_ads,1,200
7,44,bloggers,0,0
7,38,social_media,0,0
7,36,bloggers,0,0
7,33,bloggers,1,10
7,32,bloggers,1,50
7,64,context_ads,1,10
7,27,context_ads,0,0
7,24,mobile_ads,0,0
7,19,social_media,0,0
7,18,social_media,1,200
7,15,bloggers,0,0
7,13,bloggers,1,10
7,12,mobile_ads,1,10
7,1,social_media,0,0
7,141,mobile_ads,0,0
7,25,bloggers,0,0
7,69,social_media,1,50
7,29,bloggers,0,0
7,74,social_media,0,0
7,135,context_ads,1,50
7,70,mobile_ads,0,0
7,134,mobile_ads,0,0
7,132,context_ads,0,0
7,117,bloggers,0,0
7,115,mobile_ads,0,0
7,109,bloggers,1,200
7,108,mobile_ads,1,10
7,104,social_media,0,0
7,101,bloggers,0,0
7,112,context_ads,0,0
7,99,mobile_ads,0,0
7,75,context_ads,0,0
7,84,mobile_ads,1,100
7,88,context_ads,0,0
7,90,mobile_ads,1,100
7,83,mobile_ads,1,200
7,94,social_media,1,200
7,98,context_ads,1,100
7,92,mobile_ads,1,100
8,207,bloggers,0,0
8,231,social_media,0,0
8,233,mobile_ads,1,100
8,225,context_ads,0,0
8,224,mobile_ads,1,10
8,223,bloggers,1,50
8,222,bloggers,0,0
8,210,bloggers,0,0
8,208,mobile_ads,0,0
8,202,bloggers,0,0
8,172,mobile_ads,1,200
8,197,context_ads,1,50
8,196,mobile_ads,0,0
8,193,context_ads,1,100
8,185,context_ads,1,50
8,183,context_ads,0,0
8,182,context_ads,1,200
8,177,context_ads,0,0
8,175,bloggers,1,200
8,171,context_ads,0,0
8,236,mobile_ads,1,200
8,200,social_media,0,0
8,240,mobile_ads,1,10
8,294,bloggers,0,0
8,244,mobile_ads,1,50
8,170,mobile_ads,0,0
8,297,mobile_ads,1,100
8,295,mobile_ads,1,50
8,293,mobile_ads,1,200
8,289,mobile_ads,0,0
8,288,bloggers,1,50
8,285,mobile_ads,1,10
8,274,social_media,1,10
8,273,bloggers,1,10
8,270,mobile_ads,0,0
8,268,context_ads,1,10
8,266,social_media,1,10
8,265,bloggers,0,0
8,261,social_media,0,0
8,260,bloggers,0,0
8,259,social_media,1,100
8,256,mobile_ads,0,0
8,252,bloggers,1,50
8,250,social_media,0,0
8,248,context_ads,0,0
8,247,mobile_ads,1,10
8,242,bloggers,1,200
8,168,mobile_ads,0,0
8,23,social_media,0,0
8,166,context_ads,1,100
8,71,mobile_ads,0,0
8,70,mobile_ads,1,200
8,68,bloggers,1,50
8,60,social_media,1,10
8,58,context_ads,1,100
8,56,bloggers,0,0
8,55,social_media,0,0
8,49,bloggers,1,50
8,47,mobile_ads,1,100
8,77,bloggers,0,0
8,42,mobile_ads,0,0
8,39,social_media,0,0
8,36,context_ads,0,0
8,35,mobile_ads,0,0
8,30,social_media,1,210
8,26,mobile_ads,0,0
8,167,social_media,1,10
8,22,bloggers,0,0
8,15,social_media,0,0
8,1,context_ads,1,50
8,41,mobile_ads,1,50
8,79,mobile_ads,1,100
8,2,social_media,1,200
8,83,context_ads,0,0
8,165,context_ads,1,50
8,162,bloggers,1,50
8,158,social_media,0,0
8,155,social_media,1,10
8,152,mobile_ads,0,0
8,150,social_media,1,100
8,81,mobile_ads,1,200
8,146,social_media,0,0
8,141,context_ads,0,0
8,138,social_media,0,0
8,149,mobile_ads,1,100
8,129,mobile_ads,1,100
8,120,context_ads,0,0
8,115,bloggers,0,0
8,114,bloggers,0,0
8,111,bloggers,0,0
8,106,mobile_ads,1,100
8,98,mobile_ads,0,0
8,97,mobile_ads,1,10
8,88,bloggers,0,0
8,130,social_media,1,200
8,86,bloggers,1,50
9,207,bloggers,1,100
9,208,bloggers,0,0
9,213,mobile_ads,0,0
9,228,social_media,1,10
9,218,social_media,0,0
9,222,bloggers,0,0
9,223,social_media,1,200
9,214,bloggers,1,10
9,205,social_media,0,0
9,176,social_media,0,0
9,200,bloggers,0,0
9,197,social_media,1,50
9,191,context_ads,1,10
9,190,context_ads,1,100
9,189,context_ads,0,0
9,187,social_media,1,110
9,184,bloggers,1,50
9,180,social_media,1,50
9,233,context_ads,0,0
9,203,bloggers,0,0
9,237,context_ads,0,0
9,277,mobile_ads,0,0
9,244,social_media,1,50
9,161,context_ads,0,0
9,300,social_media,1,10
9,299,bloggers,0,0
9,297,social_media,1,60
9,293,mobile_ads,1,10
9,292,social_media,1,200
9,290,bloggers,0,0
9,285,bloggers,0,0
9,283,bloggers,0,0
9,240,mobile_ads,1,210
9,282,bloggers,1,200
9,273,social_media,1,10
9,271,mobile_ads,1,10
9,268,context_ads,0,0
9,265,social_media,0,0
9,264,bloggers,1,100
9,260,social_media,0,0
9,256,mobile_ads,1,10
9,254,social_media,0,0
9,247,mobile_ads,1,50
9,278,context_ads,1,10
9,159,mobile_ads,0,0
9,170,mobile_ads,0,0
9,154,context_ads,0,0
9,61,context_ads,0,0
9,57,bloggers,0,0
9,54,mobile_ads,1,60
9,51,mobile_ads,0,0
9,47,context_ads,1,10
9,44,social_media,1,10
9,42,mobile_ads,1,200
9,40,bloggers,1,100
9,36,mobile_ads,1,50
9,62,bloggers,0,0
9,31,bloggers,1,200
9,27,social_media,0,0
9,26,social_media,0,0
9,23,mobile_ads,1,50
9,14,mobile_ads,0,0
9,12,context_ads,0,0
9,7,social_media,0,0
9,3,context_ads,1,10
9,1,context_ads,1,10
9,158,bloggers,1,200
9,29,context_ads,0,0
9,70,social_media,1,200
9,32,context_ads,1,100
9,74,mobile_ads,1,50
9,73,context_ads,1,100
9,152,bloggers,1,50
9,151,social_media,0,0
9,142,bloggers,0,0
9,137,social_media,1,100
9,136,mobile_ads,0,0
9,130,bloggers,0,0
9,129,social_media,1,250
9,127,social_media,1,10
9,122,context_ads,1,10
9,131,social_media,1,400
9,120,bloggers,1,50
9,117,social_media,1,300
9,113,social_media,1,100
9,111,mobile_ads,0,0
9,93,bloggers,0,0
9,91,social_media,0,0
9,88,mobile_ads,0,0
9,87,bloggers,1,200
9,79,context_ads,1,200
10,200,bloggers,0,0
10,203,mobile_ads,0,0
10,204,social_media,1,200
10,206,mobile_ads,0,0
10,214,bloggers,0,0
10,212,bloggers,0,0
10,213,context_ads,0,0
10,217,social_media,1,100
10,198,social_media,0,0
10,209,context_ads,0,0
10,196,mobile_ads,1,200
10,171,social_media,0,0
10,193,mobile_ads,0,0
10,190,mobile_ads,0,0
10,187,bloggers,1,10
10,184,mobile_ads,0,0
10,180,social_media,0,0
10,179,context_ads,0,0
10,174,social_media,0,0
10,167,context_ads,0,0
10,169,context_ads,1,100
10,220,mobile_ads,0,0
10,195,context_ads,1,50
10,222,mobile_ads,1,100
10,294,mobile_ads,1,10
10,232,bloggers,0,0
10,159,social_media,1,50
10,298,context_ads,1,100
10,297,mobile_ads,0,0
10,292,bloggers,1,50
10,291,mobile_ads,1,200
10,287,mobile_ads,0,0
10,285,social_media,0,0
10,278,social_media,1,10
10,274,bloggers,1,10
10,266,bloggers,1,200
10,265,social_media,1,100
10,263,social_media,0,0
10,262,context_ads,1,100
10,259,bloggers,1,50
10,249,bloggers,0,0
10,247,social_media,0,0
10,243,mobile_ads,0,0
10,241,mobile_ads,0,0
10,239,social_media,1,100
10,238,bloggers,1,50
10,237,mobile_ads,0,0
10,235,context_ads,1,100
10,233,bloggers,0,0
10,230,context_ads,0,0
10,153,bloggers,0,0
10,24,mobile_ads,1,50
10,144,context_ads,0,0
10,78,bloggers,1,50
10,73,bloggers,0,0
10,66,context_ads,0,0
10,62,bloggers,0,0
10,58,context_ads,0,0
10,56,mobile_ads,1,10
10,53,mobile_ads,0,0
10,48,bloggers,1,10
10,44,mobile_ads,0,0
10,40,social_media,1,200
10,79,mobile_ads,1,50
10,29,bloggers,1,10
10,20,context_ads,1,200
10,13,social_media,1,10
10,12,mobile_ads,0,0
10,11,social_media,1,200
10,10,mobile_ads,0,0
10,9,social_media,0,0
10,6,context_ads,0,0
10,4,bloggers,0,0
10,2,social_media,0,0
10,146,mobile_ads,1,200
10,25,mobile_ads,0,0
10,81,mobile_ads,1,10
10,35,bloggers,0,0
10,83,bloggers,1,100
10,143,context_ads,1,50
10,82,mobile_ads,1,50
10,136,social_media,1,200
10,135,social_media,1,10
10,133,context_ads,1,50
10,128,mobile_ads,1,150
10,125,social_media,1,50
10,124,mobile_ads,1,10
10,121,bloggers,1,100
10,119,mobile_ads,0,0
10,118,mobile_ads,1,10
10,117,social_media,0,0
10,122,context_ads,0,0
10,115,context_ads,1,50
10,86,context_ads,0,0
10,96,social_media,1,100
10,97,mobile_ads,0,0
10,98,context_ads,1,50
10,103,mobile_ads,1,200
10,93,context_ads,1,200
10,110,bloggers,0,0
10,111,bloggers,1,50
10,114,social_media,1,50
10,105,mobile_ads,1,50
11,163,context_ads,0,0
11,194,social_media,0,0
11,192,bloggers,1,200
11,188,social_media,0,0
11,186,bloggers,0,0
11,184,bloggers,1,10
11,182,bloggers,1,200
11,180,bloggers,0,0
11,174,social_media,1,200
11,169,context_ads,1,200
11,165,context_ads,1,10
11,161,social_media,1,200
11,296,context_ads,0,0
11,158,context_ads,1,50
11,154,social_media,0,0
11,153,mobile_ads,1,10
11,151,social_media,0,0
11,150,context_ads,0,0
11,149,mobile_ads,0,0
11,147,bloggers,1,50
11,143,social_media,0,0
11,139,bloggers,1,200
11,136,context_ads,0,0
11,197,bloggers,0,0
11,160,mobile_ads,1,200
11,205,social_media,0,0
11,290,mobile_ads,1,110
11,210,mobile_ads,0,0
11,133,context_ads,1,50
11,291,bloggers,0,0
11,289,context_ads,1,10
11,283,social_media,0,0
11,266,context_ads,1,100
11,263,social_media,0,0
11,261,bloggers,1,50
11,258,context_ads,1,100
11,257,context_ads,1,10
11,254,mobile_ads,0,0
11,250,context_ads,1,100
11,208,mobile_ads,0,0
11,248,context_ads,0,0
11,243,mobile_ads,0,0
11,242,context_ads,1,50
11,234,social_media,0,0
11,233,social_media,0,0
11,228,mobile_ads,0,0
11,226,mobile_ads,0,0
11,225,context_ads,0,0
11,223,context_ads,0,0
11,222,bloggers,0,0
11,218,social_media,1,100
11,211,mobile_ads,1,50
11,246,social_media,1,100
11,129,context_ads,1,200
11,138,context_ads,0,0
11,127,context_ads,0,0
11,57,context_ads,0,0
11,56,mobile_ads,0,0
11,55,context_ads,1,200
11,52,bloggers,0,0
11,47,mobile_ads,0,0
11,46,social_media,0,0
11,45,mobile_ads,0,0
11,44,social_media,0,0
11,43,social_media,1,10
11,40,mobile_ads,0,0
11,38,bloggers,0,0
11,58,bloggers,1,100
11,37,mobile_ads,1,10
11,30,mobile_ads,0,0
11,24,social_media,1,10
11,22,context_ads,0,0
11,20,bloggers,0,0
11,17,social_media,1,50
11,15,social_media,1,10
11,14,bloggers,1,100
11,7,bloggers,1,10
11,6,mobile_ads,0,0
11,5,social_media,0,0
11,128,bloggers,1,50
11,34,mobile_ads,1,200
11,59,mobile_ads,0,0
11,11,mobile_ads,0,0
11,65,bloggers,0,0
11,64,social_media,0,0
11,126,mobile_ads,0,0
11,121,mobile_ads,1,50
11,115,context_ads,0,0
11,114,context_ads,0,0
11,110,mobile_ads,1,50
11,107,mobile_ads,0,0
11,106,social_media,1,100
11,105,mobile_ads,1,50
11,103,social_media,1,10
11,97,context_ads,1,150
11,93,mobile_ads,0,0
11,118,mobile_ads,0,0
11,90,context_ads,1,100
11,91,social_media,1,10
11,68,mobile_ads,0,0
11,73,bloggers,0,0
11,74,bloggers,1,10
11,75,context_ads,1,50
11,71,context_ads,0,0
11,83,social_media,1,400
11,84,context_ads,0,0
11,86,mobile_ads,1,10
11,88,mobile_ads,1,50
11,80,mobile_ads,0,0
11,66,context_ads,1,200
12,239,social_media,1,50
12,232,bloggers,0,0
12,211,social_media,1,50
12,229,mobile_ads,0,0
12,225,mobile_ads,0,0
12,222,context_ads,0,0
12,220,bloggers,1,50
12,218,bloggers,1,50
12,217,social_media,1,50
12,215,social_media,0,0
12,192,bloggers,1,10
12,198,social_media,1,50
